Dealer Code,Dealer Name,State,City,Credit Days,Active Status,total_revenue,total_quantity,last_order_date,first_order_date,order_count,has_active_sauda,sku_diversity,days_since_last_order,avg_order_value,open_order_value,oo_total_qty,oo_dispatched_qty,pending_dispatch_qty,open_order_count,dispatch_ratio,outstanding_amount,amount_collected,pp_total_order_value,pending_invoice_count,collection_ratio,pending_collection_pct,is_dormant,is_reactivation_candidate,is_high_value,actions,priority_score
DLR1190,Dealer_1190,Jharkhand,Bhubaneswar,14,Active,644619,4104,2026-03-01,2025-04-05,23,False,4,50,28026.91304347826,62442.0,371.0,349.0,22.0,2.0,0.9407008086253369,13138.03,11395.97,24534.0,1.0,0.4644970245373767,0.5355029754626234,True,False,True,"['Call dealer', 'Follow up for collection']",72.49978682749327
DLR1289,Dealer_1289,Bihar,Kolkata,21,Active,574308,3545,2026-03-06,2025-04-20,22,False,4,45,26104.909090909092,43557.0,300.0,292.0,8.0,2.0,0.9733333333333334,19093.9,22104.1,41198.0,2.0,0.5365333268605271,0.4634666731394728,True,False,True,"['Call dealer', 'Follow up for collection']",72.44272333333333
DLR1149,Dealer_1149,Maharashtra,Bhubaneswar,14,Active,565518,3592,2026-02-27,2025-04-11,24,False,4,52,23563.25,0.0,,,0.0,0.0,0.0,23750.96,20187.04,43938.0,3.0,0.4594437616641632,0.5405562383358369,True,False,True,"['Call dealer', 'Follow up for collection']",72.375096
DLR1035,Dealer_1035,Bihar,Ahmedabad,21,Active,668051,4154,2026-03-07,2025-04-03,23,False,4,44,29045.695652173912,45376.0,315.0,279.0,36.0,3.0,0.8857142857142857,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],72.28571428571428
DLR1192,Dealer_1192,UP,Ranchi,35,Active,569562,3507,2026-02-15,2025-04-06,22,False,4,64,25889.18181818182,46985.0,284.0,254.0,30.0,2.0,0.8943661971830986,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],72.11267605633802
DLR1493,Dealer_1493,Karnataka,Lucknow,35,Active,705899,4434,2026-02-15,2025-04-21,24,False,4,64,29412.458333333332,111597.0,781.0,739.0,42.0,4.0,0.9462227912932138,10333.11,10372.89,20706.0,1.0,0.500960591133005,0.4990394088669951,True,False,True,"['Call dealer', 'Follow up for collection']",72.10885517413573
DLR1497,Dealer_1497,Karnataka,Bhubaneswar,35,Active,606544,3736,2026-02-03,2025-05-05,24,False,4,76,25272.666666666668,88128.0,535.0,505.0,30.0,4.0,0.9439252336448598,9791.98,27596.019999999997,37388.0,3.0,0.7380983203166791,0.26190167968332084,True,False,True,"['Call dealer', 'Follow up for collection']",72.1006933271028
DLR1317,Dealer_1317,West Bengal,Indore,21,Active,584626,3625,2026-03-20,2025-04-01,22,False,4,31,26573.909090909092,0.0,,,0.0,0.0,0.0,20800.09,40229.91,61030.0,2.0,0.6591825331804031,0.3408174668195969,True,False,True,"['Call dealer', 'Follow up for collection']",72.08000899999999
DLR1428,Dealer_1428,MP,Chennai,21,Active,638484,3876,2026-02-21,2025-04-16,20,False,4,58,31924.2,25752.0,174.0,163.0,11.0,1.0,0.9367816091954023,7101.59,52941.409999999996,60043.0,3.0,0.8817249304664989,0.11827506953350099,True,False,True,['Call dealer'],71.97452681609195
DLR1458,Dealer_1458,Tamil Nadu,Jaipur,35,Active,597533,3800,2026-03-08,2025-04-11,24,False,4,43,24897.208333333332,40732.0,294.0,268.0,26.0,2.0,0.9115646258503401,1769.21,3900.79,5670.0,1.0,0.6879700176366843,0.3120299823633157,True,False,True,"['Call dealer', 'Follow up for collection']",71.9456284829932
DLR1029,Dealer_1029,Karnataka,Lucknow,35,Active,612989,3751,2026-03-17,2025-04-01,22,False,4,34,27863.136363636364,65962.0,398.0,386.0,12.0,2.0,0.9698492462311558,12720.34,10729.66,23450.0,1.0,0.4575547974413646,0.5424452025586354,True,False,True,"['Call dealer', 'Follow up for collection']",71.8750490753769
DLR1121,Dealer_1121,Tamil Nadu,Chennai,14,Active,561526,3502,2026-02-22,2025-04-16,22,False,4,57,25523.909090909092,37490.0,230.0,217.0,13.0,1.0,0.9434782608695652,7076.12,15237.880000000001,22314.0,2.0,0.6828842878910102,0.31711571210898987,True,False,True,"['Call dealer', 'Follow up for collection']",71.8380467826087
DLR1095,Dealer_1095,Jharkhand,Bhubaneswar,35,Active,644247,3870,2026-03-04,2025-05-01,23,False,4,47,28010.739130434784,27405.0,189.0,187.0,2.0,1.0,0.9894179894179894,14985.62,12419.38,27405.0,1.0,0.4531793468345192,0.5468206531654808,True,False,True,"['Call dealer', 'Follow up for collection']",71.71020221164021
DLR1106,Dealer_1106,Rajasthan,Patna,21,Active,700384,4166,2026-03-17,2025-05-04,21,False,4,34,33351.619047619046,52845.0,310.0,284.0,26.0,2.0,0.9161290322580645,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],71.67741935483872
DLR1477,Dealer_1477,UP,Chennai,35,Active,562341,3448,2026-03-10,2025-04-04,22,False,4,41,25560.954545454544,125363.0,796.0,744.0,52.0,4.0,0.9346733668341709,3155.07,6244.93,9400.0,1.0,0.6643542553191489,0.33564574468085107,True,False,True,"['Call dealer', 'Follow up for collection']",71.62203966331657
DLR1446,Dealer_1446,Karnataka,Patna,21,Active,583478,3624,2026-02-21,2025-04-08,18,False,4,58,32415.444444444445,47382.0,298.0,294.0,4.0,1.0,0.9865771812080537,12146.21,41493.79,53640.0,1.0,0.7735605891126025,0.22643941088739744,True,False,True,"['Call dealer', 'Follow up for collection']",71.48307737583892
DLR1187,Dealer_1187,Odisha,Kolkata,21,Active,673539,4085,2026-02-06,2025-04-23,23,False,4,73,29284.304347826088,0.0,,,0.0,0.0,0.0,13346.88,35808.12,49155.0,2.0,0.7284736039060117,0.2715263960939884,True,False,True,"['Call dealer', 'Follow up for collection']",71.334688
DLR1218,Dealer_1218,Odisha,Ahmedabad,35,Active,586627,3477,2026-03-07,2025-04-24,21,False,4,44,27934.619047619046,0.0,,,0.0,0.0,0.0,9407.29,19769.71,29177.0,1.0,0.6775785721630051,0.3224214278369949,True,False,True,"['Call dealer', 'Follow up for collection']",70.940729
DLR1210,Dealer_1210,West Bengal,Lucknow,35,Active,576812,3561,2026-02-06,2025-04-14,22,False,4,73,26218.727272727272,32025.0,175.0,167.0,8.0,1.0,0.9542857142857143,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],70.91428571428571
DLR1457,Dealer_1457,Rajasthan,Bengaluru,21,Active,677060,4038,2026-02-28,2025-04-21,24,False,4,51,28210.833333333332,115006.0,679.0,648.0,31.0,3.0,0.9543446244477173,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],70.91310751104565
DLR1410,Dealer_1410,West Bengal,Jaipur,35,Active,569950,3602,2026-03-10,2025-04-13,22,False,4,41,25906.81818181818,54236.0,318.0,308.0,10.0,2.0,0.9685534591194969,1438.17,9365.83,10804.0,1.0,0.8668854128100704,0.13311458718992966,True,False,True,['Call dealer'],70.77274781761005
DLR1369,Dealer_1369,Bihar,Guwahati,14,Active,622016,3814,2026-02-19,2025-04-03,22,False,4,60,28273.454545454544,52155.0,285.0,274.0,11.0,1.0,0.9614035087719298,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],70.7719298245614
DLR1069,Dealer_1069,Maharashtra,Guwahati,14,Active,602026,3769,2026-02-21,2025-04-20,24,False,4,58,25084.416666666668,85505.0,551.0,532.0,19.0,3.0,0.9655172413793104,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],70.6896551724138
DLR1487,Dealer_1487,Maharashtra,Bhubaneswar,35,Active,566656,3407,2026-02-26,2025-04-07,20,False,4,53,28332.8,0.0,,,0.0,0.0,0.0,5201.59,3698.41,8900.0,1.0,0.41555168539325843,0.5844483146067416,True,False,True,"['Call dealer', 'Follow up for collection']",70.520159
DLR1198,Dealer_1198,Rajasthan,Ranchi,35,Active,624045,3874,2026-03-03,2025-04-14,23,False,4,48,27132.391304347828,0.0,,,0.0,0.0,0.0,4107.21,17050.79,21158.0,1.0,0.8058791001039797,0.1941208998960204,True,False,True,['Call dealer'],70.410721
DLR1262,Dealer_1262,Maharashtra,Patna,35,Active,713165,4142,2026-02-15,2025-04-13,23,False,4,64,31007.17391304348,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],70.0
DLR1140,Dealer_1140,Gujarat,Indore,14,Active,591472,3760,2026-03-03,2025-05-24,21,False,4,48,28165.333333333332,42768.0,264.0,264.0,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0,True,False,True,['Call dealer'],70.0
DLR1169,Dealer_1169,Assam,Indore,14,Active,391223,2511,2026-03-09,2025-04-01,15,False,4,42,26081.533333333333,3640.0,20.0,6.0,14.0,1.0,0.3,0.0,,,0.0,0.0,0.0,True,False,False,"['Call dealer', 'Follow up for dispatch']",64.0
DLR1364,Dealer_1364,Bihar,Jaipur,35,Active,337620,1924,2026-02-22,2025-04-03,16,False,4,57,21101.25,4712.0,31.0,13.0,18.0,1.0,0.41935483870967744,22859.75,42824.25,65684.0,2.0,0.6519738444674502,0.3480261555325498,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",63.89887822580645
DLR1005,Dealer_1005,Tamil Nadu,Ahmedabad,35,Active,214581,1371,2026-02-19,2025-04-30,10,False,4,60,21458.1,6794.0,43.0,27.0,16.0,1.0,0.627906976744186,11491.03,25468.97,36960.0,1.0,0.6890955086580087,0.3109044913419914,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",58.590963465116275
DLR1455,Dealer_1455,Tamil Nadu,Ranchi,35,Active,273374,1687,2026-02-02,2025-05-17,12,False,4,77,22781.166666666668,7498.0,46.0,27.0,19.0,1.0,0.5869565217391305,0.0,,,0.0,0.0,0.0,True,False,False,"['Call dealer', 'Follow up for dispatch']",58.26086956521739
DLR1399,Dealer_1399,UP,Indore,21,Active,419629,2505,2026-03-19,2025-04-17,16,False,4,32,26226.8125,4860.0,27.0,16.0,11.0,1.0,0.5925925925925926,0.0,,,0.0,0.0,0.0,True,False,False,"['Call dealer', 'Follow up for dispatch']",58.14814814814815
DLR1077,Dealer_1077,West Bengal,Ranchi,21,Active,537718,3364,2026-03-16,2025-05-08,17,False,4,35,31630.470588235294,15778.0,98.0,83.0,15.0,1.0,0.8469387755102041,44535.08,65408.92,109944.0,3.0,0.5949294186131121,0.4050705813868879,True,False,False,"['Call dealer', 'Follow up for collection']",57.51473248979592
DLR1349,Dealer_1349,Bihar,Bhubaneswar,21,Active,511084,3124,2026-03-13,2025-04-24,20,False,4,38,25554.2,5518.0,31.0,23.0,8.0,1.0,0.7419354838709677,20464.32,39950.68,60415.0,2.0,0.6612708764379707,0.3387291235620293,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",57.20772232258065
DLR1353,Dealer_1353,Assam,Guwahati,35,Active,177656,1147,2026-03-14,2025-05-10,10,False,4,37,17765.6,6000.0,40.0,27.0,13.0,1.0,0.675,6246.5,4274.5,10521.0,1.0,0.4062826727497386,0.5937173272502614,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",57.12465
DLR1160,Dealer_1160,Jharkhand,Indore,35,Active,307611,1858,2025-11-25,2025-04-16,14,False,4,146,21972.214285714286,5966.0,38.0,26.0,12.0,1.0,0.6842105263157895,4707.92,5552.08,10260.0,1.0,0.5411384015594541,0.4588615984405458,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",56.786581473684215
DLR1049,Dealer_1049,Rajasthan,Indore,21,Active,342549,2156,2026-02-03,2025-04-10,15,False,4,76,22836.6,4255.0,23.0,18.0,5.0,1.0,0.782608695652174,23710.379999999997,31039.620000000003,54750.0,2.0,0.566933698630137,0.43306630136986296,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",56.71886408695652
DLR1067,Dealer_1067,UP,Patna,14,Active,512269,3192,2026-03-16,2025-04-06,21,False,4,35,24393.761904761905,26850.0,179.0,166.0,13.0,1.0,0.9273743016759777,50597.71,43849.29,94447.0,3.0,0.46427403729075567,0.5357259627092443,True,False,False,"['Call dealer', 'Follow up for collection']",56.51228496648044
DLR1045,Dealer_1045,Maharashtra,Bhubaneswar,21,Active,332904,2194,2026-03-14,2025-04-15,15,False,4,37,22193.6,7592.0,52.0,38.0,14.0,1.0,0.7307692307692307,10652.33,10308.67,20961.0,1.0,0.4918023949239063,0.5081976050760937,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",56.449848384615386
DLR1440,Dealer_1440,Maharashtra,Lucknow,14,Active,290983,1853,2026-02-03,2025-04-11,11,False,4,76,26453.0,10136.0,56.0,38.0,18.0,1.0,0.6785714285714286,0.0,,,0.0,0.0,0.0,True,False,False,"['Call dealer', 'Follow up for dispatch']",56.42857142857143
DLR1367,Dealer_1367,UP,Lucknow,35,Active,342116,2148,2026-03-19,2025-04-02,11,False,4,32,31101.454545454544,0.0,,,0.0,0.0,0.0,64010.87,103704.13,167715.0,4.0,0.6183354500193782,0.3816645499806219,True,False,False,"['Call dealer', 'Follow up for collection']",56.401087000000004
DLR1480,Dealer_1480,Maharashtra,Lucknow,14,Active,511030,3324,2026-03-06,2025-04-22,21,False,4,45,24334.761904761905,11661.0,69.0,53.0,16.0,1.0,0.7681159420289855,13665.73,31361.27,45027.0,2.0,0.6964992115841606,0.3035007884158394,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",56.00425415942029
DLR1324,Dealer_1324,Tamil Nadu,Bengaluru,21,Active,493526,2912,2026-03-20,2025-05-01,18,True,4,31,27418.11111111111,9522.0,69.0,64.0,5.0,1.0,0.927536231884058,43549.69,56057.31,99607.0,3.0,0.5627848444386438,0.43721515556135615,True,False,False,"['Call dealer', 'Follow up for collection', 'Renew / extend sauda']",55.80424436231884
DLR1304,Dealer_1304,Rajasthan,Nagpur,21,Active,463872,2846,2026-02-12,2025-04-10,19,False,4,67,24414.315789473683,11895.0,65.0,48.0,17.0,1.0,0.7384615384615385,4001.22,3996.78,7998.0,1.0,0.4997224306076519,0.500277569392348,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",55.63089123076924
DLR1375,Dealer_1375,Maharashtra,Ranchi,21,Active,369626,2369,2026-03-11,2025-05-22,15,False,4,40,24641.733333333334,36034.0,223.0,197.0,26.0,2.0,0.8834080717488789,31913.24,48220.759999999995,80134.0,3.0,0.6017515661267376,0.3982484338732623,True,False,False,"['Call dealer', 'Follow up for collection']",55.523162565022425
DLR1288,Dealer_1288,Rajasthan,Bengaluru,14,Active,411844,2598,2026-01-05,2025-04-14,12,False,4,105,34320.333333333336,9955.0,55.0,44.0,11.0,1.0,0.8,14959.15,13412.85,28372.0,1.0,0.4727495418017764,0.5272504581982236,True,False,False,"['Call dealer', 'Follow up for collection']",55.495915
DLR1203,Dealer_1203,Assam,Lucknow,35,Active,546912,3392,2026-03-11,2025-04-15,24,False,4,40,22788.0,12596.0,67.0,51.0,16.0,1.0,0.7611940298507462,6052.22,27737.78,33790.0,3.0,0.8208872447469665,0.17911275525303344,True,False,False,"['Call dealer', 'Follow up for dispatch']",55.38134140298507
DLR1302,Dealer_1302,Bihar,Jaipur,35,Active,519740,3252,2026-03-17,2025-04-07,19,True,4,34,27354.736842105263,81289.0,501.0,463.0,38.0,3.0,0.9241516966067864,38626.979999999996,63602.020000000004,102229.0,3.0,0.6221524225024211,0.3778475774975789,True,False,False,"['Call dealer', 'Follow up for collection', 'Renew / extend sauda']",55.379664067864276
DLR1293,Dealer_1293,Maharashtra,Jaipur,14,Active,277258,1668,2026-03-15,2025-05-17,10,False,3,36,27725.8,14186.0,82.0,65.0,17.0,1.0,0.7926829268292683,11772.45,15967.55,27740.0,1.0,0.5756146359048305,0.42438536409516947,True,False,False,"['Call dealer', 'Follow up for collection', 'Follow up for dispatch']",55.323586463414635
DLR1450,Dealer_1450,Tamil Nadu,Chennai,21,Active,250221,1597,2026-03-13,2025-04-05,10,False,4,38,25022.1,10332.0,63.0,59.0,4.0,1.0,0.9365079365079365,40095.12,44094.880000000005,84190.0,3.0,0.5237543651264996,0.47624563487350047,True,False,False,"['Call dealer', 'Follow up for collection']",55.27935326984127
DLR1221,Dealer_1221,Tamil Nadu,Lucknow,35,Active,364550,2195,2026-02-26,2025-05-29,13,False,4,53,28042.30769230769,13041.0,81.0,76.0,5.0,1.0,0.9382716049382716,38550.59,61640.41,100191.0,2.0,0.6152290125859609,0.38477098741403915,True,False,False,"['Call dealer', 'Follow up for collection']",55.08962690123457
DLR1387,Dealer_1387,Odisha,Kolkata,14,Active,340658,2135,2026-03-14,2025-04-30,15,False,4,37,22710.533333333333,39128.0,268.0,253.0,15.0,1.0,0.9440298507462687,37972.39,48111.61,86084.0,2.0,0.5588914316249245,0.4411085683750755,True,False,False,"['Call dealer', 'Follow up for collection']",54.91664198507463
DLR1498,Dealer_1498,Karnataka,Guwahati,21,Active,263658,1566,2026-03-17,2025-05-11,12,True,4,34,21971.5,18512.0,132.0,101.0,31.0,2.0,0.7651515151515151,0.0,,,0.0,0.0,0.0,True,False,False,"['Call dealer', 'Follow up for dispatch', 'Renew / extend sauda']",54.696969696969695
DLR1024,Dealer_1024,UP,Bhubaneswar,35,Active,419961,2533,2026-03-14,2025-04-19,20,False,4,37,20998.05,39225.0,221.0,183.0,38.0,3.0,0.8280542986425339,11572.43,22100.57,33673.0,1.0,0.6563291064057256,0.34367089359427433,True,False,False,"['Call dealer', 'Follow up for collection']",54.596157027149324
DLR1097,Dealer_1097,Karnataka,Jaipur,35,Active,561176,3420,2026-03-03,2025-04-11,24,False,4,48,23382.333333333332,13976.0,88.0,75.0,13.0,2.0,0.8522727272727273,14703.52,13456.48,28160.0,1.0,0.47785795454545454,0.5221420454545455,True,False,False,"['Call dealer', 'Follow up for collection']",54.42489745454545
DLR1255,Dealer_1255,Bihar,Bengaluru,35,Active,378224,2349,2026-03-01,2025-05-01,17,False,4,50,22248.470588235294,53837.0,322.0,293.0,29.0,3.0,0.9099378881987578,25900.97,28717.03,54618.0,2.0,0.5257795964700281,0.4742204035299718,True,False,False,"['Call dealer', 'Follow up for collection']",54.39133923602485
